health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination,Label
0.62,0.41,否,0.7,0.62,9.86,初级,无,≥2次,94.03,21.51,0.28,是,是,0.5,深基坑,0.54,0.33,0.14,0.65,0.51,2,0.58,极高风险
0.11,0.23,是,0.84,0.85,12.69,高级,1次,1次,15.36,24.06,0.22,是,是,0.5,塔吊,21.79,0.77,0.11,0.81,0.64,5,0.61,极高风险
0.75,0.4,否,0.75,0.7,3.2,初级,1次,1次,18.33,35.06,0.13,是,是,0.73,车辆,18.02,0.85,0.27,0.67,0.96,2,0.69,高风险
0.85,0.23,否,0.79,0.7,3.25,中级,1次,1次,13.33,79.33,0.25,是,是,0.25,塔吊,1.52,0.76,0.38,0.77,0.59,4,0.56,极高风险
0.79,0.36,否,0.58,0.72,36.28,初级,无,1次,25.44,20.11,0.41,是,是,0.86,配电箱,21.9,0.51,0.13,0.9,0.7,6,0.32,中风险
0.83,0.14,否,0.53,0.84,10.29,中级,无,≥2次,26.53,28.35,0.01,是,是,0.94,塔吊,10.34,1,0.37,0.48,0.81,5,0.34,低风险
0.91,0.21,否,0.69,0.9,1.04,中级,无,≥2次,14.24,14.21,0.07,是,是,0.73,塔吊,4.82,0.81,0,0.49,0.6,2,0.57,无风险
0.34,0.28,否,0.57,0.76,3.45,初级,无,无,21.89,23.28,0.13,是,是,0.67,配电箱,3.71,0.91,0.06,0.74,0.64,1,0.7,低风险
0.17,0.11,否,0.57,0.8,5.92,高级,1次,无,25.16,24.51,0.11,是,是,0.82,深基坑,48.19,1,0.5,0.87,0.39,4,0.78,高风险
0.71,0.43,否,0.72,0.76,7.91,高级,无,无,13.2,5.41,0.02,是,是,0.26,塔吊,13.08,0.75,0.06,0.78,0.82,2,0.59,无风险
0.55,0.18,否,0.55,0.69,12.93,初级,无,1次,37.94,28.67,0.06,是,是,0.39,深基坑,17.41,0.94,0.14,0.92,0.78,4,0.62,中风险
0.38,0.45,否,0.75,0.69,3.19,高级,1次,无,18.3,17.36,0.24,是,是,0.7,车辆,1.57,0.49,0.08,0.98,0.88,2,0.68,无风险
0.86,0.15,否,0.69,0.94,8.08,高级,无,无,25.46,28.24,0.13,是,是,0.52,车辆,1.01,0.65,0.39,0.76,0.15,5,0.78,无风险
0.51,0.25,否,0.65,0.79,0.62,中级,无,1次,20.31,22.9,0.15,是,是,0.7,高支模,1.92,0.42,0,0.74,0.67,2,0.57,无风险
0.79,0.37,否,0.6,0.71,5.11,无证,无,无,11.41,50.37,0.51,是,是,0.56,高支模,8,0.98,0,0.75,0.91,3,0.6,高风险
0.69,0.16,否,0.6,0.79,8.07,初级,无,1次,48.34,20.03,0.38,是,是,0.73,高支模,26.63,0.83,0.13,0.73,0.43,0,0.5,高风险
0.18,0.29,否,0.53,0.7,2.27,初级,无,无,26,36.02,0.28,是,是,0.69,车辆,51.82,0.16,0,0.89,0.49,0,0.63,极高风险
0.53,0.14,否,0.68,0.87,19.28,高级,无,无,15.96,66.48,0.08,是,是,0.11,深基坑,28.33,0.41,0.05,0.97,0.5,1,0.76,高风险
0.83,0.35,否,0.71,0.9,12.4,高级,无,无,17.57,57.21,0.13,是,是,0.87,深基坑,21.36,0.72,0.09,0.85,0.29,3,0.55,无风险
0.39,0.19,否,0.72,0.61,3.87,中级,无,1次,14.99,23.09,0.04,是,是,0.23,配电箱,26.78,0.44,0.31,0.84,0.65,3,0.88,高风险
0.16,0.13,否,0.71,0.83,1.58,无证,1次,1次,16.43,22.62,0.41,是,是,0.46,深基坑,33.79,0.76,0.03,0.91,0.83,2,0.58,极高风险
0.29,0.16,否,0.69,0.69,15.09,高级,无,1次,37.82,22.14,0.05,是,是,0.81,深基坑,4.85,1,0.55,0.62,0.69,4,0.47,无风险
0.71,0.3,否,0.73,0.68,9.09,中级,无,1次,50.3,18.84,0.04,否,是,0.81,配电箱,5.36,0.79,0.32,0.94,0.66,3,0.3,高风险
0.95,0.77,否,0.9,0.79,10.46,初级,无,无,28.18,43.39,0.3,是,是,0.75,配电箱,12.25,1,0.08,0.84,0.8,1,0.63,低风险
0.81,0.41,否,0.68,0.64,1.36,高级,无,1次,31.42,58.69,0.01,是,是,0.63,车辆,12.5,0.31,0.22,0.57,0.85,1,0.86,中风险
0.45,0.79,否,0.76,0.81,1.95,中级,无,≥2次,21.28,19.66,0.08,是,是,0.53,高支模,4.88,1,0.63,0.76,0.48,4,0.59,极高风险
0.83,0.35,否,0.72,0.71,38.62,初级,无,1次,17.98,42.58,0.63,是,是,0.41,车辆,21.98,0.49,0.72,0.7,0.74,1,0.13,极高风险
0.52,0.22,否,0.77,0.79,6.3,中级,无,无,31.84,37.43,0.47,是,是,0.5,深基坑,1.19,0.47,0.13,0.6,0.64,0,0.78,低风险
0.8,0.23,是,0.79,0.64,18.49,中级,无,无,7.28,8.31,0.22,是,否,0.84,高支模,26.35,0.71,0.03,0.95,0.52,5,0.78,极高风险
0.69,0.31,否,0.7,0.87,4.61,初级,无,无,15.12,25.19,0.43,是,是,0.9,深基坑,21.9,1,0.12,0.61,0.27,5,0.49,中风险
0.55,0.22,否,0.71,0.71,3.74,初级,无,无,28.61,61.91,0.35,是,否,0.42,塔吊,13.87,0.43,0,0.87,0.61,1,0.87,极高风险
0.56,0.11,否,0.66,0.84,4.31,中级,无,1次,37.5,18.39,0.04,是,是,0.55,深基坑,16.89,0.88,0.27,0.73,0.15,4,0.56,中风险
0.37,0.38,否,0.81,0.87,3.01,高级,1次,1次,7.1,69.71,0.22,是,是,0.66,配电箱,20.76,0.57,0.05,0.79,0.67,2,0.54,高风险
0.87,0.23,否,0.56,0.83,2.89,初级,无,≥2次,27.11,100.67,0.18,是,是,0.84,配电箱,2.18,1,0.29,0.79,0.05,2,0.67,高风险
0.56,0.35,否,0.61,0.86,1.28,高级,无,无,19.97,39.69,0.47,是,是,0.71,塔吊,4.3,0.97,0.23,0.88,0.75,6,0.73,低风险
0.85,0.08,否,0.77,0.88,1.84,高级,无,1次,50.31,15.87,0.48,是,是,0.94,塔吊,4.72,0.64,0.56,0.72,0.22,3,0.77,低风险
0.51,0.23,否,0.79,0.8,0.65,中级,1次,1次,13.86,35.33,0.19,是,是,0.9,配电箱,2.39,0.61,0,0.7,0.13,1,0.45,中风险
0.48,0.54,否,0.82,0.83,19.12,中级,无,无,41.66,24.85,0.13,是,是,0.34,车辆,57.84,1,0.04,0.81,0.46,1,0.92,低风险
0.89,0.58,否,0.69,0.99,20.65,中级,无,无,27.27,32.4,0.17,是,是,0.65,配电箱,21.15,0.76,0.21,0.86,0.74,4,0.5,无风险
0.63,0.14,否,0.58,0.88,1.23,中级,无,无,31.84,31.58,0.29,是,是,0.71,车辆,19.53,0.84,0.02,0.8,0.91,3,0.41,无风险
0.7,0.24,否,0.67,0.64,0.96,高级,无,1次,16.44,19.11,0.73,是,是,0.67,配电箱,6.73,0.9,0.45,0.63,0.83,2,0.75,中风险
0.61,0.2,否,0.67,0.81,10.21,高级,无,无,6.76,39.23,0.02,是,是,0.9,塔吊,22.49,1,0,0.91,0.8,2,0.45,无风险
0.53,0.24,否,0.54,0.76,1.12,中级,无,无,8.49,43.02,0.2,是,是,0.65,配电箱,2.57,0.87,0.47,0.96,0.85,4,0.22,中风险
0.93,0.19,否,0.69,0.86,7.02,高级,无,无,24.79,46.96,0.06,是,是,0.7,车辆,22.94,0.68,0.26,0.94,0.86,2,0.78,无风险
0.21,0.36,否,0.65,0.84,17.65,高级,无,1次,38.54,107.1,0.22,是,是,0.51,高支模,38.12,0.6,0.22,0.74,0.76,2,0.89,高风险
0.74,0.13,否,0.8,0.71,0.6,初级,无,无,13.78,32.49,0.5,是,是,0.38,深基坑,1.18,0.78,0.22,0.84,0.86,0,0.62,低风险
0.93,0.8,否,0.72,0.78,4.46,中级,无,无,27.67,30.37,0.07,是,是,0.73,配电箱,37.16,0.28,0.21,0.84,0.69,2,0.13,中风险
0.72,0.19,否,0.69,0.83,8.84,中级,无,无,15.35,12.35,0.29,是,是,0.84,车辆,2.51,0.6,0.39,0.87,0.88,2,0.2,无风险
0.65,0.63,否,0.71,0.71,9.67,高级,无,≥2次,17.73,23.42,0.06,是,是,0.73,深基坑,9.49,0.67,0.01,0.89,0.43,1,0.39,低风险
0.43,0.35,否,0.89,0.6,7.8,中级,无,无,21.43,14.11,0.02,是,是,0.66,塔吊,36.64,0.87,0.06,0.88,0.7,3,0.34,无风险
0.6,0.82,否,0.67,0.75,1.44,高级,无,无,25.02,28.35,0.15,是,是,0.81,高支模,3.81,0.58,0.27,0.97,0.59,3,0.36,高风险
0.75,0.2,否,0.81,0.7,0.24,中级,无,≥2次,21.62,51.02,0.56,否,是,0.12,塔吊,24.76,0.47,0.18,0.91,0.51,3,0.99,极高风险
0.8,0.13,否,0.68,0.92,18.03,中级,无,无,6.04,39.62,0.07,否,是,0.77,车辆,15.99,0.56,0,0.72,0.66,4,0.64,高风险
0.81,0.25,否,0.65,0.8,3.08,无证,无,无,23.84,59.91,0.21,是,是,0.94,车辆,26.13,0.63,0.22,0.71,0.95,2,0.77,高风险
0.51,0.11,否,0.66,0.79,3.15,高级,1次,无,11.98,27.71,0.31,是,是,0.88,车辆,0.68,0.64,0,0.82,0.33,3,0.49,无风险
0.48,0.38,否,0.7,0.95,2.64,高级,无,无,20.4,32.22,0.26,是,是,0.67,车辆,78.82,1,0.05,0.91,0.67,5,0.39,低风险
0.55,0.54,否,0.71,0.92,21.61,中级,无,1次,14.95,85.68,0.34,是,是,0.72,深基坑,96.78,0.5,0,0.84,0.5,0,0.62,高风险
0.47,0.21,否,0.57,0.93,2.68,高级,≥2次,无,61.73,40.14,0.4,是,是,0.18,深基坑,2.27,0.51,0,0.92,0.41,1,0.74,高风险
0.37,0.45,否,0.67,0.88,10.09,初级,无,无,8.64,33.15,0.35,是,是,0.65,高支模,2.35,0.51,0.19,0.87,0.69,2,0.3,中风险
0.62,0.39,否,0.65,0.92,1.74,中级,无,无,36.2,20.13,0.14,是,是,0.45,配电箱,22.86,0.3,0.37,0.94,0.65,2,0.29,高风险
0.58,0.19,否,0.7,0.83,5.08,中级,无,无,27.5,12.21,0.51,是,是,0.93,高支模,24.95,0.51,0,0.63,0.28,0,0.53,低风险
0.84,0.17,否,0.7,0.75,0.65,初级,无,无,11.56,29.6,0.39,是,是,0.87,高支模,13.07,0.5,0,0.9,0.72,1,0.68,无风险
0.83,0.32,否,0.75,0.78,30.8,中级,无,1次,25.11,55.06,0.22,是,是,0.16,高支模,9.69,0.52,0.05,0.66,0.16,3,0.82,高风险
0.47,0.28,否,0.81,0.54,1.26,初级,无,≥2次,27.4,16.92,0.12,是,是,0.73,配电箱,13.72,0.64,0.56,0.79,0.4,1,0.31,极高风险
0.4,0.19,否,0.94,0.9,20.26,初级,无,1次,31.92,44.27,0.57,是,是,0.86,塔吊,35.01,0.86,0,0.94,0.46,4,0.55,低风险
0.46,0.21,否,0.69,0.75,15.84,初级,≥2次,无,17.42,21.17,0,是,是,0.64,车辆,2.94,0.96,0.1,0.94,0.77,2,0.2,无风险
0.32,0.34,否,0.76,0.75,1.76,中级,无,无,18.09,29.82,0.46,是,是,0.86,塔吊,53.63,1,0.28,0.62,0.57,4,0.86,中风险
0.33,0.23,否,0.71,0.85,4.84,高级,无,无,20.78,21.52,0.2,是,是,0.8,车辆,1.23,0.9,0,0.78,0.79,4,0.87,无风险
0.83,0.56,否,0.65,0.75,6.54,中级,无,无,15.71,8.46,0.78,是,是,0.91,塔吊,17.92,0.55,0.26,0.82,0.76,1,0.79,低风险
0.85,0.11,否,0.61,0.79,0.79,无证,无,1次,20.46,21.78,0.04,是,是,0.58,高支模,23.85,1,0.14,0.87,0.93,4,0.47,高风险
0.95,0.31,否,0.79,0.75,4.62,高级,无,1次,18.68,31.61,0.13,是,是,0.88,高支模,32.02,0.82,0.41,0.63,0.63,5,0.68,中风险
0.54,0.13,否,0.75,0.85,13.63,初级,无,无,9.61,24.94,0.01,是,是,0.3,高支模,4.59,0.85,0.26,0.97,0.93,2,0.87,无风险
0.55,0.37,否,0.63,0.68,31.04,中级,无,无,9.18,46.46,0.15,是,是,0.73,塔吊,15.41,1,0.15,0.56,0.43,1,0.54,无风险
0.6,0.28,否,0.65,0.96,11.1,中级,无,1次,11.95,25.32,0.58,是,是,0.92,车辆,13.8,0.29,0,0.81,0.57,1,0.54,中风险
0.64,0.49,否,0.88,0.76,6.97,中级,无,无,20.12,21.37,0.16,是,是,0.88,配电箱,24.76,0.83,0.34,0.91,0.84,2,0.68,无风险
0.13,0.49,否,0.58,0.68,8.13,中级,无,1次,20,63.37,0.23,是,是,0.79,高支模,19.74,0.65,0.05,0.71,0.74,3,0.3,极高风险
0.06,0.18,否,0.63,0.77,10.2,初级,1次,无,16.72,47.12,0.28,是,是,0.73,塔吊,1.14,0.24,0.16,0.72,0.72,2,0.77,高风险
0.62,0.69,否,0.78,0.86,1.01,高级,无,1次,33.13,86.09,0.04,是,是,0.79,塔吊,5.93,1,0.32,0.91,0.44,6,0.57,中风险
0.91,0.61,否,0.92,0.73,10.41,高级,无,无,16,23.56,0.2,是,是,0.5,深基坑,16.92,0.76,0.08,0.68,0.43,3,0.56,无风险
0.21,0.12,否,0.72,0.95,2.37,高级,无,1次,14.75,61.64,0.18,是,是,0.9,塔吊,16.41,0.67,0.38,0.65,0.28,6,0.92,高风险
0.23,0.36,否,0.65,0.78,8.32,中级,无,无,16.71,53.85,0.11,是,是,0.56,深基坑,2.29,0.51,0.27,0.77,0.27,1,0.77,中风险
0.74,0.32,否,0.74,0.82,3.87,中级,无,1次,27.99,50.7,0.49,是,是,0.59,车辆,2.77,0.75,0.09,0.95,0.65,2,0.63,低风险
0.94,0.41,否,0.73,0.83,0.45,中级,无,1次,28.91,57.37,0.09,是,是,0.5,塔吊,14.46,0.11,0.82,0.53,0.47,2,0.66,极高风险
0.7,0.55,否,0.7,0.84,16.03,无证,1次,≥2次,11.79,63.5,0.12,是,是,0.88,高支模,2.5,1,0.35,0.85,0.72,1,0.11,极高风险
0.69,0.51,否,0.63,0.76,0.84,中级,无,1次,28.09,36.11,0.06,是,是,0.27,塔吊,21.33,0.61,0,0.81,0.69,6,0.31,高风险
0.66,0.28,否,0.73,0.8,14.22,中级,无,无,10.72,22.43,0.07,是,是,0.88,高支模,13.81,0.74,0,0.72,0.51,4,0.61,无风险
0.57,0.37,否,0.68,0.76,14.78,无证,1次,≥2次,45.87,30.43,0.06,是,是,0.08,塔吊,20.04,0.68,0,0.94,0.78,1,0.25,极高风险
0.59,0.27,否,0.7,0.69,24.29,中级,无,无,22,11.95,0.17,是,是,0.35,车辆,24.11,0.26,0.1,0.92,0.63,3,0.64,低风险
0.58,0.56,否,0.72,0.88,8.48,中级,无,无,48.84,30.5,0.43,是,是,0.2,高支模,0.54,0.45,0.06,0.78,0.91,4,0.62,高风险
0.93,0.33,否,0.84,0.83,32.58,初级,无,无,23.49,19.51,0.03,是,是,0.89,深基坑,1.44,0.83,0.21,0.86,0.74,2,0.32,无风险
0.28,0.59,否,0.58,0.82,5.24,中级,无,无,30.02,15.02,0.13,是,是,0.81,深基坑,17.12,0.15,0.3,0.9,0.9,3,0.89,低风险
0.73,0.34,否,0.76,0.84,3.04,无证,无,无,17.21,9.71,0.69,是,否,0.78,配电箱,6.83,0.84,0.44,0.87,0.77,2,0.66,极高风险
0.61,0.39,否,0.69,0.68,6.32,初级,无,1次,27.38,65.88,0.06,是,是,0.37,塔吊,6.58,0.61,0,0.83,0.61,4,0.55,高风险
0.33,0.13,否,0.72,0.69,20.98,高级,1次,1次,37.58,19.29,0.11,是,是,0.65,深基坑,1.19,0.89,0.19,0.72,0.81,4,0.68,无风险
0.74,0.33,否,0.51,0.75,13.46,中级,无,1次,13,29.63,0.4,是,是,0.51,高支模,4.74,0.67,0.38,0.79,0.74,1,0.75,中风险
0.31,0.43,否,0.68,0.75,17.48,中级,无,无,11.24,71.12,0.07,是,是,0.29,塔吊,29.28,1,0,0.87,0.76,4,0.19,中风险
0.69,0.44,否,0.58,0.78,24.62,中级,无,1次,24.49,88.15,0.21,是,是,0.62,深基坑,1.56,0.56,0.19,0.72,0.87,3,0.64,低风险
0.88,0.24,否,0.68,0.84,0.22,无证,无,1次,68.41,20.18,0.11,是,是,0.78,车辆,7.71,0.65,0,0.91,0.54,2,0.68,高风险
0.8,0.36,否,0.78,0.67,0.51,中级,1次,无,10.31,58.41,0.23,是,是,0.45,深基坑,20.77,1,0.02,0.89,0.19,3,0.59,高风险
0.29,0.29,否,0.86,0.88,29.37,中级,无,1次,45.35,19.5,0.26,是,是,0.13,塔吊,23.92,0.13,0.05,0.92,0.4,3,0.87,高风险
0.97,0.63,否,0.89,0.77,16.92,中级,无,无,16.86,59.41,0.03,是,是,0.68,车辆,8.44,0.44,0.43,0.54,0.78,0,0.68,低风险
0.81,0.5,否,0.78,1,10.51,高级,无,1次,30.3,25.99,0.48,是,是,0.83,塔吊,14.4,0.79,0,0.8,0.51,4,0.47,无风险
0.68,0.15,否,0.76,0.83,6.64,中级,≥2次,无,9.21,20.69,0.08,是,是,0.42,深基坑,6.58,0.27,0.39,0.77,0.87,4,0.58,中风险
0.41,0.18,否,0.83,0.9,5.58,中级,无,1次,10.96,43.09,0.56,是,是,0.89,配电箱,28.91,0.56,0.51,0.92,0.62,5,0.81,高风险
0.89,0.29,否,0.64,0.82,3.77,中级,无,无,32.78,40.67,0.42,是,是,0.53,塔吊,1.89,0.51,0.3,0.55,0.56,6,0.86,中风险
0.33,0.21,否,0.73,1,12.83,中级,1次,1次,25.71,27.17,0.33,是,是,0.88,塔吊,11.14,0.74,0.11,0.86,0.84,1,0.65,无风险
0.26,0.24,否,0.46,0.9,18.81,初级,无,≥2次,9.71,25.34,0.19,是,是,0.69,车辆,11.28,0.96,0.02,0.82,0.43,2,0.52,高风险
0.68,0.94,否,0.7,0.85,16.89,初级,无,无,8.23,38.85,0.36,是,是,0.92,车辆,21.88,0.92,0.67,0.99,0.4,4,0.76,极高风险
0.94,0.43,否,0.68,0.85,4.6,中级,无,无,21.91,8.12,0.01,是,是,0.84,配电箱,33.9,0.77,0.76,0.86,0.67,2,0.89,无风险
0.86,0.13,否,0.68,0.86,22.71,高级,无,无,25.34,9.89,0.01,是,是,0.73,配电箱,36.42,1,0.32,0.68,0.8,2,0.26,无风险
0.47,0.58,否,0.66,0.95,0.86,中级,无,≥2次,24.9,15.94,0.29,是,是,0.44,深基坑,15.43,1,0.1,0.89,0.64,3,0.82,高风险
0.51,0.45,否,0.77,0.77,3.23,中级,无,无,31.18,118.2,0.11,是,是,0.76,车辆,20.47,1,0.33,0.83,0.91,1,0.53,中风险
0.47,0.26,否,0.64,0.81,13.67,高级,无,无,28.54,17.58,0.19,是,是,0.91,车辆,0.09,0.58,0.31,0.79,0.73,1,0.81,无风险
0.7,0.79,否,0.57,0.83,9.77,中级,无,≥2次,39.02,84.99,0.29,是,是,0.11,高支模,12.59,0.4,0.32,0.87,0.29,5,0.37,极高风险
0.92,0.22,否,0.74,0.82,3.72,高级,无,无,13.28,34.16,0.35,是,是,0.48,高支模,3.7,1,0.49,0.8,0.64,3,0.93,无风险
0.57,0.11,否,0.72,0.85,8.56,初级,无,无,20.99,19.04,0.22,否,是,0.8,塔吊,24.67,0.69,0.34,0.78,0.59,1,0.78,高风险
0.71,0.24,否,0.75,0.72,0.46,高级,无,无,19.85,52.2,0.61,是,否,0.78,深基坑,8.6,0.71,0.07,0.79,0.81,3,0.9,高风险
0.5,0.14,否,0.82,0.98,15.64,中级,无,1次,7.9,13.74,0.18,是,是,0.83,塔吊,3.55,0.47,0.33,0.59,0.83,2,0.68,无风险
0.71,0.18,否,0.71,0.82,3,中级,无,1次,20.47,38.93,0.17,是,是,0.91,深基坑,24.4,0.46,0.29,0.65,0.4,3,0.5,高风险
0.36,0.44,否,0.68,0.71,0.72,高级,无,无,24.3,21.82,0.04,是,是,0.62,车辆,8.96,0.52,0.08,0.88,0.71,3,0.86,无风险
0.84,0.23,否,0.64,0.77,4.61,中级,无,无,65.09,20.16,0.28,否,是,0.76,车辆,22.21,1,0.37,0.88,0.6,2,0.6,高风险
0.46,0.42,否,0.74,0.79,10.45,初级,≥2次,无,29.29,15.78,0.14,是,是,0.18,深基坑,33.04,1,0.02,0.47,0.31,1,0.48,极高风险
0.84,0.48,否,0.72,0.89,18.2,中级,1次,≥2次,6.98,33.06,0.24,是,是,0.7,高支模,2.39,0.7,0.11,0.85,0.55,3,0.67,中风险
0.41,0.39,否,0.69,0.79,5.73,中级,无,无,32.02,47.82,0.51,是,是,0.59,配电箱,4.38,0.3,0.13,0.91,0.58,1,0.38,高风险
0.78,0.22,否,0.82,0.86,6.3,中级,无,1次,9.06,25.83,0.6,是,是,0.86,配电箱,1.93,1,0.13,0.94,0.9,2,0.3,无风险
0.23,0.11,否,0.73,0.98,39.03,中级,无,无,32.49,20.17,0.13,是,是,0.45,高支模,9.31,0.66,0.08,0.86,0.71,1,0.2,无风险
0.85,0.34,否,0.75,0.88,5.27,无证,1次,无,10.65,45.37,0.5,是,是,0.43,高支模,23.28,0.56,0.04,0.86,0.61,3,0.43,极高风险
0.61,0.38,否,0.83,0.84,9.29,高级,≥2次,无,7.99,18.16,0.3,是,是,0.45,高支模,25.83,0.34,0.3,0.85,0.23,0,0.74,极高风险
0.86,0.62,否,0.85,0.77,0.15,初级,无,无,19.57,25.92,0.24,是,是,0.35,高支模,6.52,0.92,0.4,0.88,0.63,4,0.65,中风险
0.39,0.57,否,0.75,0.8,0.66,中级,1次,1次,10.48,31.17,0.32,是,是,0.61,塔吊,1.42,0.49,0,0.97,0.97,3,0.68,中风险
0.39,0.56,否,0.67,0.88,26.26,初级,无,1次,20.33,43.56,0.2,是,是,0.74,车辆,26.7,0.52,0.13,0.91,0.88,3,0.77,中风险
0.57,0.71,否,0.82,0.68,7.25,中级,无,1次,17.57,71,0.04,是,是,0.33,车辆,11.52,0.53,0.43,0.83,0.53,5,0.71,极高风险
0.4,0.21,否,0.69,0.87,2.75,高级,无,无,31.63,13.52,0.13,是,是,0.7,深基坑,46.82,0.9,0.02,0.97,0.87,3,0.57,无风险
0.65,0.72,否,0.78,0.75,12.98,初级,1次,1次,23.77,30.97,0.43,是,是,0.18,配电箱,3.55,0.67,0.11,0.64,0.74,1,0.33,极高风险
0.29,0.23,否,0.72,0.79,1.38,高级,无,无,21.69,34.24,0.14,是,是,0.5,配电箱,8.95,0.96,0.26,0.84,0.95,1,0.36,低风险
0.61,0.37,否,0.64,0.58,2.81,中级,无,1次,24.48,19.03,0.03,是,是,0.79,塔吊,7.8,0.69,0.17,0.67,0.63,4,0.44,高风险
0.83,0.42,否,0.79,0.72,1.72,初级,1次,≥2次,12.45,47.97,0.68,是,是,0.24,高支模,73.13,0.75,0.44,0.79,0.31,3,0.81,极高风险
0.75,0.93,否,0.93,0.73,1.72,初级,1次,无,32.46,20.14,0.42,是,是,0.72,车辆,15.27,0.93,0.47,0.8,0.3,4,0.48,极高风险
0.4,0.11,否,0.8,0.86,13.74,无证,无,无,32.08,32.43,0,是,是,0.48,车辆,13.59,0.88,0.3,0.69,0.28,0,0.65,高风险
0.89,0.37,否,0.72,0.64,4.86,中级,无,1次,19.78,25.31,0.32,是,是,0.68,深基坑,70.4,0.43,0.29,0.8,0.97,2,0.59,中风险
0.52,0.39,否,0.76,0.74,0.99,高级,1次,无,24.64,44,0.35,是,是,0.52,高支模,14.77,0.45,0.1,0.84,0.18,0,0.61,高风险
0.71,0.09,否,0.78,0.64,1.05,中级,无,无,5.45,11.63,0.2,是,是,0.56,车辆,5.4,0.41,0.31,0.73,0.77,3,0.27,低风险
0.63,0.23,否,0.73,0.9,6.53,中级,无,无,32.14,17.73,0.11,是,是,0.2,深基坑,14.58,0.74,0,0.91,0.48,1,0.61,无风险
0.18,0.2,否,0.57,0.85,8.38,中级,无,无,6.91,25.4,0.09,是,否,0.79,车辆,21.08,0.4,0,0.9,0.78,4,0.34,极高风险
0.3,0.4,否,0.62,0.73,0.21,高级,无,1次,21.05,23.11,0.02,是,是,0.65,塔吊,13.08,0.34,0.35,0.74,0.37,1,0.83,中风险
0.93,0.42,否,0.64,0.9,0.02,初级,≥2次,无,13.49,41.55,0.28,是,是,0.9,配电箱,24.05,0.52,0,0.88,0.9,2,0.5,中风险
0.81,0.75,否,0.75,0.72,23.22,高级,1次,1次,21.37,31.47,0.3,是,是,0.9,配电箱,4.54,0.63,0.81,0.77,0.39,2,0.63,高风险
0.62,0.18,否,0.92,0.91,16.12,中级,无,1次,26.49,48.5,0.03,是,是,0.69,车辆,14.92,0.79,0.49,0.93,0.8,0,0.84,低风险
0.87,0.22,否,0.58,0.85,5.64,初级,无,1次,13.92,31.35,0.06,是,是,0.87,高支模,34.42,1,0.08,0.74,0.8,2,0.53,低风险
0.72,0.15,否,0.62,0.96,4.38,初级,无,无,9.17,22.81,0.08,是,是,0.33,塔吊,30.92,0.42,0.57,0.87,0.75,2,0.52,中风险
0.62,0.64,否,0.79,0.71,9.06,中级,无,无,18.45,77.42,0.38,是,是,0.93,塔吊,4.06,0.92,0.1,0.9,0.63,2,0.44,低风险
0.29,0.37,否,0.61,0.72,19.75,初级,无,无,15.23,36.3,0.01,否,是,0.42,车辆,65.89,1,0.03,0.46,0.28,2,0.9,极高风险
0.65,0.73,否,0.77,0.77,5.86,高级,1次,1次,19.57,64.56,0.08,是,是,0.73,车辆,19.16,0.68,0.07,0.83,0.67,2,0.66,高风险
0.54,0.07,否,0.57,0.72,6.47,中级,无,1次,14.34,14.76,0.06,是,是,0.17,高支模,32.57,0.39,0.27,0.67,0.76,3,0.41,极高风险
0.78,0.41,否,0.67,0.82,7.14,中级,1次,无,10.25,55.81,0.32,是,是,0.75,深基坑,23.55,0.93,0,0.8,0.34,6,0.71,高风险
0.55,0.07,否,0.66,0.71,0.16,中级,无,无,11.66,13.93,0.08,是,是,0.68,配电箱,14.58,0.76,0.34,0.96,0.38,4,0.8,低风险
0.75,0.28,否,0.65,0.87,14.15,中级,无,无,27.37,27.23,0.77,是,是,0.58,深基坑,30.23,1,0.07,0.73,0.88,2,0.59,低风险
0.17,0.12,否,0.69,0.8,21.89,中级,无,1次,29.05,25.16,0.37,是,是,0.76,车辆,19.29,0.66,0.09,0.87,0.53,3,0.92,高风险
0.57,0.27,否,0.63,0.77,5.07,初级,无,无,28.75,25.17,0.11,否,是,0.48,车辆,15.78,0.73,0.09,0.83,0.49,1,0.94,极高风险
0.59,0.21,否,0.72,0.91,9.17,中级,无,无,8.72,15.58,0.24,是,是,0.58,塔吊,7.34,0.82,0.33,0.82,0.72,1,0.83,无风险
0.32,0.2,否,0.64,0.77,13.21,中级,无,无,11.58,28.39,0.53,是,是,0.7,高支模,31.38,0.81,0.46,0.7,0.81,3,0.41,高风险
0.52,0.68,否,0.63,0.64,17.17,高级,1次,无,6.34,45.19,0.4,否,是,0.94,车辆,13.15,1,0.07,0.79,0.63,2,0.83,高风险
0.63,0.49,否,0.86,0.61,6.17,高级,无,≥2次,10.81,18.37,0.44,是,否,0.1,高支模,4.97,0.59,0.14,0.92,0.75,2,0.72,极高风险
0.44,0.16,否,0.53,0.77,12.73,初级,无,无,17.89,13.71,0.17,是,是,0.62,车辆,17.95,0.59,0.15,0.85,0.69,0,0.38,中风险
0.52,0.13,否,0.72,0.82,5.17,中级,无,1次,21.09,21.11,0.37,是,是,0.64,车辆,18.19,0.6,0.25,0.94,0.43,4,0.41,高风险
